customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,BillingDelayDays,LastSupportContactDaysAgo,ContractRenewalRemainingDays,TechComplaint,NumSupportCalls,CustomerSatisfaction,HasMultipleServices,AvgMonthlyRevenue,PaymentRegularityIndex,SupportInteractionRate,LoyaltyScore,PromoResponse,NetPromoterScore
TC0007241,No,Male,0.0,No,No,69.15736059254978,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),80.46318775148076,5567.896994342461,13,13,3,0,2,2,1,80.51054792484781,0.7833333333333333,0.028919553650742665,76.09,1,4
TC0007242,No,Female,0.027619727836927156,No,No,60.83621555414568,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.22108300968485,5061.501551788892,29,6,23,0,2,3,1,83.19882336014204,0.5166666666666666,0.03287515473772284,72.13,0,5
TC0007243,No,Male,0.0,Yes,No,38.34318953402118,No,No,DSL,Yes,No internet service,No,No,No internet service,Yes,Two year,No,Electronic check,72.3641585433157,2775.0527010559795,24,103,286,0,2,2,0,72.37407046155428,0.6,0.05216050162507838,45.3,0,5
TC0007244,No,Female,0.009283291820156322,Yes,No,45.58271604510009,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.15880650101374,2468.7917553485327,12,118,29,0,1,1,0,54.1606988250959,0.8,0.021938139864473804,47.32,0,0
TC0007245,No,Male,0.01911653653850329,No,Yes,40.18097927130255,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),103.84120573683407,4173.405252130722,3,31,25,0,1,3,1,103.86519512010472,0.95,0.02488739742374086,69.32,1,6
TC0007246,No,Female,1.0,Yes,No,59.36390789444618,Yes,No,No,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),77.07548934301313,4571.8189970205785,8,94,170,1,1,2,1,77.0134440129791,0.8666666666666667,0.016845252198997424,72.31,1,1
TC0007247,No,Male,0.0,No,Yes,50.00532046321132,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,100.44651859613127,5024.00132650435,16,64,152,0,1,3,0,100.4693356620019,0.7333333333333334,0.019997872041150007,60.45,0,5
TC0007248,No,Male,0.9826200420716343,No,Yes,14.346596628806667,No,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),49.92750140697177,716.6636668763842,17,15,242,0,2,3,1,49.953566369698336,0.7166666666666667,0.139405885015557,50.3,0,5
TC0007249,No,Female,0.021577148654169202,Yes,Yes,39.52081150847796,Yes,Yes,No,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),89.0499286736974,3517.5415498804778,19,114,9,0,4,1,1,89.0047905298174,0.6833333333333333,0.10121249658909266,51.62,0,0
TC0007250,No,Female,0.0,No,No,58.75595483832045,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),50.24785137103192,2950.197297772829,32,90,12,1,5,1,1,50.21103487962925,0.4666666666666667,0.08509775755935832,57.98,0,0
TC0007251,No,Male,0.01799234179106855,Yes,No,2.4235181580582346,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Credit card (automatic),88.36302590035288,209.46619218646657,40,61,261,1,2,1,1,86.4306262736214,0.33333333333333337,0.8252465504951839,24.01,0,0
TC0007252,No,Female,0.0,Yes,No,25.389914576758475,No,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,38.00230213753708,970.0501291657796,21,90,123,0,0,1,0,38.206120238535505,0.65,0.0,33.11,0,0
TC0007253,No,Female,0.0026082298314485286,Yes,No,1.0,Yes,No phone service,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),56.33439297377702,61.163196374650006,26,69,2,0,1,3,1,61.163196374650006,0.5666666666666667,1.0,39.89,1,5
TC0007254,No,Female,0.0,Yes,No,72.0,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.68066435065191,5805.752439692336,17,23,13,0,5,1,1,80.63545055128245,0.7166666666666667,0.06944444444444445,70.33,0,1
TC0007255,No,Female,0.0,Yes,Yes,29.897290427357316,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,19.973719142980663,594.5968085923904,14,33,159,0,2,2,0,19.887983161454276,0.7666666666666666,0.06689569427234494,43.94,0,2
TC0007256,No,Female,0.0,No,No,21.840708328021258,No,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,71.38846195042542,1556.6823835729729,24,43,16,0,1,3,0,71.2743543017685,0.6,0.04578606082647132,42.13,1,6
TC0007257,No,Female,0.004160257998375002,No,Yes,32.424842039771015,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.89210994822753,706.9099811701078,11,52,273,0,0,3,0,21.80149344453368,0.8166666666666667,0.0,52.35,0,4
TC0007258,No,Female,0.0017186461746855073,No,No,3.7770376100196668,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),89.11974201676675,332.25364022584597,21,117,10,1,6,1,0,87.96672803692732,0.65,1.0,21.1,1,0
TC0007259,No,Female,1.0,Yes,No,29.632041854234252,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.85586508326601,2341.1188979870426,4,33,23,1,3,5,1,79.00633069781217,0.9333333333333333,0.10124175764726509,75.13,1,10
TC0007260,No,Male,0.0,Yes,No,23.69277339987639,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),35.01037485343702,829.5117167752629,31,10,19,0,0,3,1,35.011169978926596,0.4833333333333333,0.0,50.83,0,5
TC0007261,No,Female,0.0,No,Yes,5.4872501117274295,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,91.283507916529,506.65202719847196,19,83,5,0,3,4,0,92.33259226067497,0.6833333333333333,0.5467219351981709,40.72,0,7
TC0007262,No,Male,0.0033696866896317716,No,No,65.95268139650706,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,67.15590057782332,4425.211152032494,24,37,114,1,5,4,1,67.09675874174327,0.6,0.07581192900922458,82.64,1,6
TC0007263,No,Female,0.0,Yes,Yes,1.0,Yes,No,No,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),18.25,26.001342497337603,26,20,2,0,3,3,1,26.001342497337603,0.5666666666666667,1.0,39.89,1,6
TC0007264,No,Female,0.019887069550315856,Yes,Yes,60.51409774298941,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,25.03216879166198,1515.9471272204837,32,50,319,1,5,1,1,25.05113987915497,0.4666666666666667,0.08262537468930953,58.95,0,1
TC0007265,No,Female,0.9978881054397843,No,No,30.786804514282974,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No,Two year,No,Bank transfer (automatic),50.217409729844455,1545.6751777659497,54,36,233,0,2,4,0,50.20576841772786,0.09999999999999998,0.06496289665503079,43.1,1,9
TC0007266,No,Male,0.0,Yes,No,69.98859884926519,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.12726916026838,5825.334693278737,7,113,20,0,0,2,0,83.23262344235225,0.8833333333333333,0.0,68.55,0,5
TC0007267,No,Male,0.008522929119984186,Yes,No,68.58472493949931,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,No,One year,Yes,Mailed check,45.07694117743369,3090.321698806872,0,40,207,0,1,5,1,45.05845436477203,1.0,0.014580506094937768,98.1,0,9
TC0007268,No,Male,0.0,No,Yes,72.0,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),94.93969854596578,6833.16293315851,3,120,103,0,3,3,1,94.90504073831264,0.95,0.041666666666666664,87.0,0,4
TC0007269,No,Female,0.0,No,Yes,34.48151880764356,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,Two year,Yes,Electronic check,58.711192593686825,2014.803785144734,2,3,303,1,1,3,0,58.431410645928686,0.9666666666666667,0.029001042720262334,56.49,1,6
TC0007270,No,Male,0.0,Yes,No,66.18980737704884,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.79782458070302,5210.938028139117,14,46,1,1,3,2,0,78.72719735313805,0.7666666666666666,0.04532419897992093,64.11,1,2
TC0007271,No,Female,0.019505088258409964,No,No,71.46906222290343,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),76.42396273816443,5466.097084011594,43,107,183,1,6,1,1,76.48200373699453,0.2833333333333333,0.08395240980337365,61.37,0,0
TC0007272,No,Female,0.001546901904304622,Yes,Yes,43.435610506911814,Yes,No,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,53.94933187189544,2341.939923983289,34,21,18,0,1,3,1,53.917509081876986,0.43333333333333335,0.02302258419599909,60.8,0,5
TC0007273,No,Female,0.9689903956753317,No,No,9.846106714582703,No,Yes,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.31614404276486,976.0661465789684,3,85,14,1,0,2,0,99.13219253792498,0.95,0.0,36.47,0,2
TC0007274,No,Male,0.006493259356793138,Yes,No,42.054543946473046,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),110.52008046920191,4652.809606209886,26,12,16,0,1,2,0,110.63750000789389,0.5666666666666667,0.023778643308385375,46.7,0,3
TC0007275,No,Male,0.0,Yes,No,1.1141725150139814,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.53028161447808,84.85920494826193,6,17,6,1,1,2,0,76.16343412240523,0.9,0.8975270763948537,30.62,1,2
TC0007276,No,Female,0.0,Yes,No,38.45303948993955,No,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,22.131118860339775,844.0698464629628,16,102,15,1,1,4,0,21.95066651841128,0.7333333333333334,0.026005746574640207,60.03,1,7
TC0007277,No,Male,0.9788875297361712,Yes,No,25.49103833505457,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,18.25,467.7203822310634,26,7,27,1,3,4,1,18.348424104320117,0.5666666666666667,0.11768841898740873,59.5,0,8
TC0007278,No,Female,0.01843958787423636,No,Yes,63.94017827620894,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),23.718156121802956,1520.4684175597367,25,93,11,0,1,1,1,23.77954610935887,0.5833333333333333,0.01563961857723007,63.19,1,0
TC0007279,No,Female,0.0,No,No,15.955561931478899,Yes,Yes,DSL,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,58.99558196760053,942.5373012400314,16,101,253,0,1,1,1,59.07264847754998,0.7333333333333334,0.06267406966263528,39.53,1,0
TC0007280,No,Female,0.0,No,Yes,3.0361488647628616,Yes,No,No,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,105.57135317030085,325.68596462133655,14,14,6,0,4,2,1,107.26943214188354,0.7666666666666666,1.0,39.02,1,2
TC0007281,No,Female,0.002215244294327039,Yes,Yes,51.32104059873326,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),91.74524998403366,4704.737728398436,17,54,269,1,2,3,0,91.67268772244188,0.7166666666666667,0.03897037115123042,60.85,1,5
TC0007282,No,Female,0.029106417343728392,Yes,No,1.100270647472662,Yes,No,No,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,20.85810531383783,24.77394786654966,4,7,7,0,2,4,0,22.5162308232577,0.9333333333333333,1.0,43.28,1,7
TC0007283,No,Male,0.010213637235833411,No,Yes,20.31979803819713,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,No,Mailed check,28.55342499037045,578.131626313226,26,10,255,1,1,3,0,28.451642345384283,0.5666666666666667,0.04921308755727794,40.62,0,5
TC0007284,No,Female,0.0,Yes,Yes,41.784216609485604,No,No phone service,DSL,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),18.540607409315893,770.0670797833875,16,72,19,0,1,1,0,18.42961630656901,0.7333333333333334,0.02393248171542807,43.88,1,1
TC0007285,No,Male,0.02820263650253158,No,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,18.507942051762765,15.860226655224093,25,93,14,0,4,3,1,15.860226655224093,0.5833333333333333,1.0,40.22,0,5
TC0007286,No,Female,0.0,No,No,58.77536642609474,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,20.372085210108903,1193.7925458528773,28,48,12,0,1,4,1,20.31110341700676,0.5333333333333333,0.017013930508751808,77.32,0,6
TC0007287,No,Female,0.004893034636559814,Yes,No,48.18410409764727,Yes,Yes,No,No,No internet service,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),22.435174733306756,1082.7191097869281,23,17,213,0,0,5,1,22.470462615487232,0.6166666666666667,0.0,79.1,0,10
TC0007288,No,Male,0.008995182257394001,Yes,Yes,46.0612879859284,No,No,No,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,49.10030314384468,2262.8184809451195,19,57,263,1,0,3,0,49.12625286632029,0.6833333333333333,0.0,57.26,1,5
TC0007289,No,Male,0.0,No,Yes,40.667567671004505,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),74.34844756469226,3023.631726722013,32,111,91,0,1,1,0,74.34995255144867,0.4666666666666667,0.024589619130651576,37.93,0,0
TC0007290,No,Female,0.01286423567832867,Yes,No,22.87647639532004,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,100.24714816145074,2297.5792701751525,27,106,245,1,1,2,1,100.43414162528894,0.55,0.04371302567403148,45.71,0,5
TC0007291,No,Male,0.0,No,No,55.840628673775555,No,Yes,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),46.2850131997244,2586.2437590925288,2,73,11,0,2,2,0,46.3147321317159,0.9666666666666667,0.03581621567486507,62.36,1,1
TC0007292,No,Female,0.012819043987595619,No,No,63.95738669262192,Yes,No,No,No internet service,No internet service,No,No,Yes,Yes,Two year,No,Electronic check,57.494918370305825,3675.4905240855446,5,60,121,0,1,4,1,57.467803394624106,0.9166666666666666,0.015635410571197703,87.87,1,8
TC0007293,No,Male,0.0,Yes,Yes,9.28563208422529,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,62.17297858707211,578.1782934956913,26,81,19,0,0,2,1,62.26590589109361,0.5666666666666667,0.0,38.49,0,3
TC0007294,No,Male,0.006177256725314426,Yes,No,27.314606786737237,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),21.43332752773308,583.8593196950428,21,16,67,1,4,1,0,21.375351446704297,0.65,0.1464417932584782,34.17,0,0
TC0007295,No,Female,0.99240038680461,No,No,63.57484879913717,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),18.859823596046052,1192.404191778748,28,56,262,0,1,5,1,18.755910777642796,0.5333333333333333,0.01572949081105124,85.99,1,8
TC0007296,No,Male,0.021201559253393034,No,Yes,6.606978830230461,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),21.15369076461692,138.72426032264912,33,66,7,0,4,1,1,20.99662552086764,0.44999999999999996,0.6054204353883897,28.67,0,0
TC0007297,No,Female,0.0,No,No,3.000352087340798,Yes,No,No,No internet service,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,22.685597228450234,72.60512282507553,50,100,13,0,2,2,0,24.198867570047486,0.16666666666666663,0.6665884342169299,17.0,0,2
TC0007298,No,Female,0.02303690252448003,No,No,3.35294884710759,Yes,Yes,No,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,95.30066060936839,314.016490817887,25,73,11,0,4,2,0,93.65382686609499,0.5833333333333333,1.0,25.53,1,5
TC0007299,No,Female,0.009360830393934733,Yes,No,1.0,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),83.4363609049015,85.10030934767933,26,57,7,1,3,4,1,85.10030934767933,0.5666666666666667,1.0,45.89,0,5
TC0007300,No,Female,0.0,Yes,No,39.71013009757876,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),83.88166345036278,3334.5153609531494,30,104,26,0,1,4,1,83.97140358793395,0.5,0.02518249115635541,66.06,0,8
TC0007301,No,Female,1.0,No,Yes,18.59425885279646,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,51.23787019038132,955.0548483384158,10,66,21,0,3,4,1,51.362888722761944,0.8333333333333334,0.16134012244047138,61.0,1,8
TC0007302,No,Female,0.01464314359553712,Yes,Yes,19.613800986422188,Yes,Yes,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Electronic check,55.73702556482718,1100.5020540662044,27,8,27,0,3,5,1,56.108556155333474,0.55,0.1529535250243833,61.9,0,10
TC0007303,No,Female,0.00870243976814806,Yes,No,8.813877126900014,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),94.1455061884579,826.5992784903946,4,108,326,0,2,2,0,93.78384411187307,0.9333333333333333,0.2269148946830659,35.56,0,2
TC0007304,No,Male,0.0,No,No,24.863657341171756,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,67.18214814001834,1684.54770688343,31,103,240,0,1,1,0,67.75140454071436,0.4833333333333333,0.04021934449458885,29.48,0,0
TC0007305,No,Female,0.0,No,Yes,52.661396823037435,No,No,DSL,No,No,No,No internet service,No,Yes,Two year,No,Mailed check,79.37162683126954,4189.219633439407,24,46,69,0,2,2,0,79.550104747825,0.6,0.03797848368361306,53.26,0,2
TC0007306,No,Male,0.025524141567936705,No,No,2.253178951938212,Yes,Yes,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),111.23852041955429,251.06697369528513,26,45,23,0,1,5,1,111.42788879654422,0.5666666666666667,0.4438173892667459,52.59,1,10
TC0007307,No,Male,0.9768392425357363,Yes,Yes,29.80340063305508,Yes,Yes,No,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Mailed check,71.89263388906187,2141.293920692675,2,66,108,0,1,4,1,71.84730182493861,0.9666666666666667,0.033553218047570575,69.89,1,6
TC0007308,No,Male,0.0162733676613998,No,Yes,1.7010915673636393,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.11267952078997,132.79955206290077,14,113,164,0,1,3,1,78.06725670195063,0.7666666666666666,0.587857831515681,44.28,1,3
TC0007309,No,Male,0.013027614664159356,Yes,Yes,45.077819731248056,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),89.44726964260956,4030.7646268788862,33,31,27,1,2,3,1,89.41791441800257,0.44999999999999996,0.044367718135524536,62.04,0,3
TC0007310,No,Female,0.0,No,Yes,49.57490121141552,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),73.4911533513445,3634.372863266182,17,82,27,0,3,3,1,73.31074342976808,0.7166666666666667,0.06051449275120684,69.87,0,3
TC0007311,No,Male,0.9632061560610321,Yes,Yes,29.585899542118497,No,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Mailed check,19.850616828759282,581.4289258855421,33,53,7,0,1,4,0,19.652230788447707,0.44999999999999996,0.03379988492749391,49.44,0,7
TC0007312,No,Male,0.0,No,Yes,33.75021379475901,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,57.793342860388805,1956.0520773697451,32,44,23,0,3,4,1,57.95673145257218,0.4666666666666667,0.088888325811609,62.08,1,8
TC0007313,No,Male,0.038320443691416885,No,Yes,35.88742820293399,Yes,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,20.527483150735815,736.6615874597283,33,66,12,0,1,1,1,20.52700971755625,0.44999999999999996,0.027864911198017935,44.94,0,0
TC0007314,No,Female,0.0,Yes,No,72.0,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.78067267043406,4303.305185130265,19,15,11,0,2,3,0,59.768127571253686,0.6833333333333333,0.027777777777777776,71.67,1,5
TC0007315,No,Male,0.0,Yes,No,48.53028523452539,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,67.92295926633575,3300.1147576413305,17,18,12,0,0,4,1,68.00114076588127,0.7166666666666667,0.0,75.29,1,8
TC0007316,No,Female,0.0,No,Yes,11.450127081337566,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),18.47702753175342,209.3180105640261,29,89,108,0,0,1,1,18.280846061978753,0.5166666666666666,0.0,32.69,0,0
TC0007317,No,Female,0.022401705066310566,Yes,No,5.063621300805304,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),68.14741161868429,330.4886030904703,44,84,37,0,1,3,1,65.26724323517446,0.2666666666666667,0.19748712247516673,36.15,1,6
TC0007318,No,Female,0.0,Yes,No,68.81715040687041,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,70.67773724411617,4862.9204180133975,21,69,98,1,3,2,1,70.66436766506833,0.65,0.043593784140479215,73.23,0,4
TC0007319,No,Male,0.0,Yes,No,9.824384432141038,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),81.7072268295529,800.5754544413597,17,53,18,0,0,5,1,81.4886123370978,0.7166666666666667,0.0,59.79,1,10
TC0007320,No,Female,0.02606571672865189,Yes,No,18.5018944801257,Yes,No,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),88.25095089580094,1629.6427305575705,2,75,5,0,1,3,0,88.07977649575801,0.9666666666666667,0.05404851925159213,47.61,1,7
TC0007321,No,Male,0.010686385853790049,No,No,32.570945044013556,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,79.98003984136042,2607.5172944960723,6,105,23,1,3,1,0,80.05654398337226,0.9,0.09210663049371333,42.09,1,1
TC0007322,No,Female,0.0,No,No,19.612521766771852,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),19.231620515169784,371.4691634327924,6,59,30,0,2,3,1,18.940407962332873,0.9,0.10197566757521527,56.9,1,5
TC0007323,No,Female,0.0,Yes,No,38.56976403729872,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.50287474457107,4222.092577969449,3,16,2,1,6,4,0,109.46638340557368,0.95,0.15556226878125898,64.43,1,7
TC0007324,No,Female,1.0,Yes,Yes,69.13201471203175,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.81561087220948,5862.601158433968,29,119,50,0,2,3,1,84.80298430263511,0.5166666666666666,0.028930156430865883,76.74,0,7
TC0007325,No,Female,0.0003095886554420562,Yes,No,67.1425458350397,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,One year,No,Electronic check,23.473713493355515,1572.1224793259598,39,96,1,0,3,2,1,23.414698679857263,0.35,0.044681058227529845,66.3,1,2
TC0007326,No,Male,0.0,No,No,37.56761138775058,No,Yes,No,No,No internet service,Yes,No,Yes,Yes,One year,No,Mailed check,45.78186540773115,1720.5337558717647,12,68,178,1,2,1,1,45.79832713114062,0.8,0.053237347973955206,52.87,0,0
TC0007327,No,Female,0.0,No,No,14.061658705528787,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,71.55836226372558,1000.8319517676736,22,72,19,0,0,3,1,71.17453016934373,0.6333333333333333,0.0,48.48,0,6
TC0007328,No,Male,0.0,Yes,No,1.0,No,Yes,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,18.25,10.312027073916841,20,120,3,0,0,2,1,10.312027073916841,0.6666666666666667,0.0,35.89,0,3
TC0007329,No,Male,0.9771428029309447,Yes,No,57.29804523617068,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),63.489300263262926,3634.5619385833006,24,109,20,0,0,3,0,63.43256429782881,0.6,0.0,61.83,0,4
TC0007330,No,Female,0.0,Yes,No,16.707711620979776,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),93.03993041076818,1560.7378415358892,15,111,2,0,1,3,0,93.41421954973653,0.75,0.05985260116318418,42.28,1,4
TC0007331,No,Female,0.0,No,No,23.652250869798902,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),19.668608539526147,469.1166918798872,15,71,6,1,2,2,1,19.833913248353593,0.75,0.084558548402417,50.14,0,2
TC0007332,No,Female,0.0,Yes,Yes,13.217382535054822,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),95.75075847189392,1258.3646698388286,0,34,53,0,4,3,1,95.20528489672023,1.0,0.30263177973333955,55.34,1,4
TC0007333,No,Female,0.0,Yes,No,36.03210047196366,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.18009465888034,2857.2643159269637,20,68,12,0,1,4,0,79.29774502461166,0.6666666666666667,0.027753030961325538,57.35,0,8
TC0007334,No,Female,1.0,No,No,58.48908172350353,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),44.447563443930875,2594.9524901743866,19,49,3,0,1,2,1,44.36644265405894,0.6833333333333333,0.017097208069145584,68.16,0,4
TC0007335,No,Female,0.0,No,Yes,2.3752949875645974,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.70985430610458,130.26620371587762,3,58,13,0,1,4,1,54.84211619940319,0.95,0.42100034110933954,54.32,1,7
TC0007336,No,Female,0.0,No,No,2.569465993421913,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),18.25,41.31861374257774,24,71,85,1,1,1,1,16.080622918675505,0.6,0.3891859252311955,29.43,1,1
